date,store,product,sales,price,category
2023-01-02,Store_A,Juice,148,2.2,Beverage
2023-01-02,Store_A,Sandwich,141,4.0,Food
2023-01-02,Store_B,Ramen_Noodles,57,2.5,Food
2023-01-02,Store_B,Coffee,77,3.0,Food
2023-01-02,Store_B,Bottled_Water,67,1.2,Food
2023-01-02,Store_B,Energy_Drink,103,4.5,Beverage
2023-01-02,Store_B,Chips,147,3.5,Snack
2023-01-02,Store_B,Chocolate,105,2.0,Snack
2023-01-02,Store_B,Cookies,140,2.8,Snack
2023-01-02,Store_B,Soda,112,1.8,Beverage
2023-01-02,Store_B,Juice,89,2.2,Beverage
2023-01-02,Store_B,Sandwich,95,4.0,Food
2023-01-02,Store_C,Ramen_Noodles,43,2.5,Food
2023-01-02,Store_C,Coffee,47,3.0,Food
2023-01-02,Store_C,Bottled_Water,127,1.2,Food
2023-01-02,Store_C,Energy_Drink,67,4.5,Beverage
2023-01-02,Store_C,Chips,131,3.5,Snack
2023-01-02,Store_C,Chocolate,63,2.0,Snack
2023-01-02,Store_C,Cookies,110,2.8,Snack
2023-01-02,Store_C,Soda,57,1.8,Beverage
2023-01-02,Store_C,Juice,55,2.2,Beverage
2023-01-02,Store_C,Sandwich,96,4.0,Food
2023-01-02,Store_D,Ramen_Noodles,132,2.5,Food
2023-01-02,Store_D,Coffee,136,3.0,Food
2023-01-02,Store_D,Bottled_Water,117,1.2,Food
2023-01-02,Store_D,Energy_Drink,97,4.5,Beverage
2023-01-02,Store_D,Chips,130,3.5,Snack
2023-01-02,Store_D,Chocolate,70,2.0,Snack
2023-01-02,Store_D,Cookies,49,2.8,Snack
2023-01-02,Store_D,Soda,47,1.8,Beverage
2023-01-02,Store_D,Juice,119,2.2,Beverage
2023-01-02,Store_D,Sandwich,106,4.0,Food
2023-01-03,Store_A,Ramen_Noodles,108,2.5,Food
2023-01-03,Store_A,Coffee,135,3.0,Food
2023-01-03,Store_A,Bottled_Water,75,1.2,Food
2023-01-03,Store_A,Energy_Drink,128,4.5,Beverage
2023-01-03,Store_A,Chips,73,3.5,Snack
2023-01-03,Store_A,Chocolate,101,2.0,Snack
2023-01-03,Store_A,Cookies,94,2.8,Snack
2023-01-03,Store_A,Soda,63,1.8,Beverage
2023-01-03,Store_A,Juice,101,2.2,Beverage
2023-01-03,Store_A,Sandwich,51,4.0,Food
2023-01-03,Store_B,Ramen_Noodles,84,2.5,Food
2023-01-03,Store_B,Coffee,51,3.0,Food
2023-01-03,Store_B,Bottled_Water,165,1.2,Food
2023-01-03,Store_B,Energy_Drink,103,4.5,Beverage
2023-01-03,Store_B,Chips,65,3.5,Snack
2023-01-03,Store_B,Chocolate,146,2.0,Snack
2023-01-03,Store_B,Cookies,54,2.8,Snack
2023-01-03,Store_B,Soda,88,1.8,Beverage
2023-01-03,Store_B,Juice,87,2.2,Beverage
2023-01-03,Store_B,Sandwich,71,4.0,Food
2023-01-03,Store_C,Ramen_Noodles,139,2.5,Food
2023-01-03,Store_C,Coffee,43,3.0,Food
2023-01-03,Store_C,Bottled_Water,123,1.2,Food
2023-01-03,Store_C,Energy_Drink,106,4.5,Beverage
2023-01-03,Store_C,Chips,109,3.5,Snack
2023-01-03,Store_C,Chocolate,151,2.0,Snack
2023-01-03,Store_C,Cookies,110,2.8,Snack
2023-01-03,Store_C,Soda,124,1.8,Beverage
2023-01-03,Store_C,Juice,114,2.2,Beverage
2023-01-03,Store_C,Sandwich,143,4.0,Food
2023-01-03,Store_D,Ramen_Noodles,96,2.5,Food
2023-01-03,Store_D,Coffee,65,3.0,Food
2023-01-03,Store_D,Bottled_Water,74,1.2,Food
2023-01-03,Store_D,Energy_Drink,111,4.5,Beverage
2023-01-03,Store_D,Chips,61,3.5,Snack
2023-01-03,Store_D,Chocolate,124,2.0,Snack
2023-01-03,Store_D,Cookies,115,2.8,Snack
2023-01-03,Store_D,Soda,75,1.8,Beverage
2023-01-03,Store_D,Juice,129,2.2,Beverage
2023-01-03,Store_D,Sandwich,104,4.0,Food
2023-01-04,Store_A,Ramen_Noodles,153,2.5,Food
2023-01-04,Store_A,Coffee,143,3.0,Food
2023-01-04,Store_A,Bottled_Water,77,1.2,Food
2023-01-04,Store_A,Energy_Drink,103,4.5,Beverage
2023-01-04,Store_A,Chips,143,3.5,Snack
2023-01-04,Store_A,Chocolate,69,2.0,Snack
2023-01-04,Store_A,Cookies,106,2.8,Snack
2023-01-04,Store_A,Soda,124,1.8,Beverage
2023-01-04,Store_A,Juice,112,2.2,Beverage
2023-01-04,Store_A,Sandwich,101,4.0,Food
2023-01-04,Store_B,Ramen_Noodles,109,2.5,Food
2023-01-04,Store_B,Coffee,133,3.0,Food
2023-01-04,Store_B,Bottled_Water,152,1.2,Food
2023-01-04,Store_B,Energy_Drink,90,4.5,Beverage
2023-01-04,Store_B,Chips,118,3.5,Snack
2023-01-04,Store_B,Chocolate,152,2.0,Snack
2023-01-04,Store_B,Cookies,102,2.8,Snack
2023-01-04,Store_B,Soda,129,1.8,Beverage
2023-01-04,Store_B,Juice,116,2.2,Beverage
2023-01-04,Store_B,Sandwich,72,4.0,Food
2023-01-04,Store_C,Ramen_Noodles,147,2.5,Food
2023-01-04,Store_C,Coffee,89,3.0,Food
2023-01-04,Store_C,Bottled_Water,119,1.2,Food
2023-01-04,Store_C,Energy_Drink,100,4.5,Beverage
2023-01-04,Store_C,Chips,54,3.5,Snack
2023-01-04,Store_C,Chocolate,83,2.0,Snack
2023-01-04,Store_C,Cookies,139,2.8,Snack
2023-01-04,Store_C,Soda,75,1.8,Beverage
2023-01-04,Store_C,Juice,56,2.2,Beverage
2023-01-04,Store_C,Sandwich,56,4.0,Food
2023-01-04,Store_D,Ramen_Noodles,42,2.5,Food
2023-01-04,Store_D,Coffee,84,3.0,Food
2023-01-04,Store_D,Bottled_Water,74,1.2,Food
2023-01-04,Store_D,Energy_Drink,130,4.5,Beverage
2023-01-04,Store_D,Chips,55,3.5,Snack
2023-01-04,Store_D,Chocolate,149,2.0,Snack
2023-01-04,Store_D,Cookies,145,2.8,Snack
2023-01-04,Store_D,Soda,73,1.8,Beverage
2023-01-04,Store_D,Juice,79,2.2,Beverage
2023-01-04,Store_D,Sandwich,115,4.0,Food
2023-01-05,Store_A,Ramen_Noodles,65,2.5,Food
2023-01-05,Store_A,Coffee,144,3.0,Food
2023-01-05,Store_A,Bottled_Water,147,1.2,Food
2023-01-05,Store_A,Energy_Drink,65,4.5,Beverage
2023-01-05,Store_A,Chips,117,3.5,Snack
2023-01-05,Store_A,Chocolate,97,2.0,Snack
2023-01-05,Store_A,Cookies,93,2.8,Snack
2023-01-05,Store_A,Soda,78,1.8,Beverage
2023-01-05,Store_A,Juice,93,2.2,Beverage
2023-01-05,Store_A,Sandwich,102,4.0,Food
2023-01-05,Store_B,Ramen_Noodles,149,2.5,Food
2023-01-05,Store_B,Coffee,90,3.0,Food
2023-01-05,Store_B,Bottled_Water,114,1.2,Food
2023-01-05,Store_B,Energy_Drink,89,4.5,Beverage
2023-01-05,Store_B,Chips,79,3.5,Snack
2023-01-05,Store_B,Chocolate,62,2.0,Snack
2023-01-05,Store_B,Cookies,72,2.8,Snack
2023-01-05,Store_B,Soda,86,1.8,Beverage
2023-01-05,Store_B,Juice,102,2.2,Beverage
2023-01-05,Store_B,Sandwich,101,4.0,Food
2023-01-05,Store_C,Ramen_Noodles,112,2.5,Food
2023-01-05,Store_C,Coffee,141,3.0,Food
2023-01-05,Store_C,Bottled_Water,94,1.2,Food
2023-01-05,Store_C,Energy_Drink,61,4.5,Beverage
2023-01-05,Store_C,Chips,147,3.5,Snack
2023-01-05,Store_C,Chocolate,101,2.0,Snack
2023-01-05,Store_C,Cookies,66,2.8,Snack
2023-01-05,Store_C,Soda,73,1.8,Beverage
2023-01-05,Store_C,Juice,115,2.2,Beverage
2023-01-05,Store_C,Sandwich,126,4.0,Food
2023-01-05,Store_D,Ramen_Noodles,66,2.5,Food
2023-01-05,Store_D,Coffee,135,3.0,Food
2023-01-05,Store_D,Bottled_Water,75,1.2,Food
2023-01-05,Store_D,Energy_Drink,101,4.5,Beverage
2023-01-05,Store_D,Chips,147,3.5,Snack
2023-01-05,Store_D,Chocolate,93,2.0,Snack
2023-01-05,Store_D,Cookies,60,2.8,Snack
2023-01-05,Store_D,Soda,131,1.8,Beverage
2023-01-05,Store_D,Juice,89,2.2,Beverage
2023-01-05,Store_D,Sandwich,114,4.0,Food
2023-01-06,Store_A,Ramen_Noodles,92,2.5,Food
2023-01-06,Store_A,Coffee,130,3.0,Food
2023-01-06,Store_A,Bottled_Water,126,1.2,Food
2023-01-06,Store_A,Energy_Drink,93,4.5,Beverage
2023-01-06,Store_A,Chips,104,3.5,Snack
2023-01-06,Store_A,Chocolate,47,2.0,Snack
2023-01-06,Store_A,Cookies,141,2.8,Snack
2023-01-06,Store_A,Soda,97,1.8,Beverage
2023-01-06,Store_A,Juice,75,2.2,Beverage
2023-01-06,Store_A,Sandwich,70,4.0,Food
2023-01-06,Store_B,Ramen_Noodles,133,2.5,Food
2023-01-06,Store_B,Coffee,122,3.0,Food
2023-01-06,Store_B,Bottled_Water,140,1.2,Food
2023-01-06,Store_B,Energy_Drink,59,4.5,Beverage
2023-01-06,Store_B,Chips,113,3.5,Snack
2023-01-06,Store_B,Chocolate,95,2.0,Snack
2023-01-06,Store_B,Cookies,150,2.8,Snack
2023-01-06,Store_B,Soda,47,1.8,Beverage
2023-01-06,Store_B,Juice,76,2.2,Beverage
2023-01-06,Store_B,Sandwich,92,4.0,Food
2023-01-06,Store_C,Ramen_Noodles,45,2.5,Food
2023-01-06,Store_C,Coffee,93,3.0,Food
2023-01-06,Store_C,Bottled_Water,108,1.2,Food
2023-01-06,Store_C,Energy_Drink,56,4.5,Beverage
2023-01-06,Store_C,Chips,106,3.5,Snack
2023-01-06,Store_C,Chocolate,133,2.0,Snack
2023-01-06,Store_C,Cookies,87,2.8,Snack
2023-01-06,Store_C,Soda,89,1.8,Beverage
2023-01-06,Store_C,Juice,133,2.2,Beverage
2023-01-06,Store_C,Sandwich,115,4.0,Food
2023-01-06,Store_D,Ramen_Noodles,145,2.5,Food
2023-01-06,Store_D,Coffee,124,3.0,Food
2023-01-06,Store_D,Bottled_Water,145,1.2,Food
2023-01-06,Store_D,Energy_Drink,157,4.5,Beverage
2023-01-06,Store_D,Chips,80,3.5,Snack
2023-01-06,Store_D,Chocolate,91,2.0,Snack
2023-01-06,Store_D,Cookies,98,2.8,Snack
2023-01-06,Store_D,Soda,80,1.8,Beverage
2023-01-06,Store_D,Juice,138,2.2,Beverage
2023-01-06,Store_D,Sandwich,151,4.0,Food
2023-01-07,Store_A,Ramen_Noodles,146,2.5,Food
2023-01-07,Store_A,Coffee,108,3.0,Food
2023-01-07,Store_A,Bottled_Water,152,1.2,Food
2023-01-07,Store_A,Energy_Drink,151,4.5,Beverage
2023-01-07,Store_A,Chips,106,3.5,Snack
2023-01-07,Store_A,Chocolate,166,2.0,Snack
2023-01-07,Store_A,Cookies,126,2.8,Snack
2023-01-07,Store_A,Soda,172,1.8,Beverage
2023-01-07,Store_A,Juice,153,2.2,Beverage
2023-01-07,Store_A,Sandwich,119,4.0,Food
2023-01-07,Store_B,Ramen_Noodles,122,2.5,Food
2023-01-07,Store_B,Coffee,139,3.0,Food
2023-01-07,Store_B,Bottled_Water,156,1.2,Food
2023-01-07,Store_B,Energy_Drink,175,4.5,Beverage
2023-01-07,Store_B,Chips,112,3.5,Snack
2023-01-07,Store_B,Chocolate,161,2.0,Snack
2023-01-07,Store_B,Cookies,152,2.8,Snack
2023-01-07,Store_B,Soda,89,1.8,Beverage
2023-01-07,Store_B,Juice,139,2.2,Beverage
2023-01-07,Store_B,Sandwich,90,4.0,Food
2023-01-07,Store_C,Ramen_Noodles,93,2.5,Food
2023-01-07,Store_C,Coffee,79,3.0,Food
2023-01-07,Store_C,Bottled_Water,150,1.2,Food
2023-01-07,Store_C,Energy_Drink,186,4.5,Beverage
2023-01-07,Store_C,Chips,82,3.5,Snack
2023-01-07,Store_C,Chocolate,112,2.0,Snack
2023-01-07,Store_C,Cookies,180,2.8,Snack
2023-01-07,Store_C,Soda,98,1.8,Beverage
2023-01-07,Store_C,Juice,129,2.2,Beverage
2023-01-07,Store_C,Sandwich,94,4.0,Food
2023-01-07,Store_D,Ramen_Noodles,139,2.5,Food
2023-01-07,Store_D,Coffee,83,3.0,Food
2023-01-07,Store_D,Bottled_Water,103,1.2,Food
2023-01-07,Store_D,Energy_Drink,138,4.5,Beverage
2023-01-07,Store_D,Chips,149,3.5,Snack
2023-01-07,Store_D,Chocolate,90,2.0,Snack
2023-01-07,Store_D,Cookies,106,2.8,Snack
2023-01-07,Store_D,Soda,117,1.8,Beverage
2023-01-07,Store_D,Juice,158,2.2,Beverage
2023-01-07,Store_D,Sandwich,168,4.0,Food
2023-01-08,Store_A,Ramen_Noodles,85,2.5,Food
2023-01-08,Store_A,Coffee,171,3.0,Food
2023-01-08,Store_A,Bottled_Water,108,1.2,Food
2023-01-08,Store_A,Energy_Drink,108,4.5,Beverage
2023-01-08,Store_A,Chips,113,3.5,Snack
2023-01-08,Store_A,Chocolate,99,2.0,Snack
2023-01-08,Store_A,Cookies,98,2.8,Snack
2023-01-08,Store_A,Soda,145,1.8,Beverage
2023-01-08,Store_A,Juice,147,2.2,Beverage
2023-01-08,Store_A,Sandwich,129,4.0,Food
2023-01-08,Store_B,Ramen_Noodles,91,2.5,Food
2023-01-08,Store_B,Coffee,173,3.0,Food
2023-01-08,Store_B,Bottled_Water,157,1.2,Food
2023-01-08,Store_B,Energy_Drink,69,4.5,Beverage
2023-01-08,Store_B,Chips,179,3.5,Snack
2023-01-08,Store_B,Chocolate,101,2.0,Snack
2023-01-08,Store_B,Cookies,125,2.8,Snack
2023-01-08,Store_B,Soda,155,1.8,Beverage
2023-01-08,Store_B,Juice,105,2.2,Beverage
2023-01-08,Store_B,Sandwich,160,4.0,Food
2023-01-08,Store_C,Ramen_Noodles,151,2.5,Food
2023-01-08,Store_C,Coffee,177,3.0,Food
2023-01-08,Store_C,Bottled_Water,184,1.2,Food
2023-01-08,Store_C,Energy_Drink,86,4.5,Beverage
2023-01-08,Store_C,Chips,141,3.5,Snack
2023-01-08,Store_C,Chocolate,100,2.0,Snack
2023-01-08,Store_C,Cookies,141,2.8,Snack
2023-01-08,Store_C,Soda,75,1.8,Beverage
2023-01-08,Store_C,Juice,140,2.2,Beverage
2023-01-08,Store_C,Sandwich,190,4.0,Food
2023-01-08,Store_D,Ramen_Noodles,130,2.5,Food
2023-01-08,Store_D,Coffee,125,3.0,Food
2023-01-08,Store_D,Bottled_Water,93,1.2,Food
2023-01-08,Store_D,Energy_Drink,144,4.5,Beverage
2023-01-08,Store_D,Chips,155,3.5,Snack
2023-01-08,Store_D,Chocolate,110,2.0,Snack
2023-01-08,Store_D,Cookies,85,2.8,Snack
2023-01-08,Store_D,Soda,115,1.8,Beverage
2023-01-08,Store_D,Juice,119,2.2,Beverage
2023-01-08,Store_D,Sandwich,142,4.0,Food
2023-01-09,Store_A,Ramen_Noodles,118,2.5,Food
2023-01-09,Store_A,Coffee,74,3.0,Food
2023-01-09,Store_A,Bottled_Water,139,1.2,Food
2023-01-09,Store_A,Energy_Drink,61,4.5,Beverage
2023-01-09,Store_A,Chips,111,3.5,Snack
2023-01-09,Store_A,Chocolate,68,2.0,Snack
2023-01-09,Store_A,Cookies,96,2.8,Snack
2023-01-09,Store_A,Soda,62,1.8,Beverage
2023-01-09,Store_A,Juice,155,2.2,Beverage
2023-01-09,Store_A,Sandwich,51,4.0,Food
2023-01-09,Store_B,Ramen_Noodles,58,2.5,Food
2023-01-09,Store_B,Coffee,101,3.0,Food
2023-01-09,Store_B,Bottled_Water,81,1.2,Food
2023-01-09,Store_B,Energy_Drink,115,4.5,Beverage
2023-01-09,Store_B,Chips,114,3.5,Snack
2023-01-09,Store_B,Chocolate,94,2.0,Snack
2023-01-09,Store_B,Cookies,104,2.8,Snack
2023-01-09,Store_B,Soda,61,1.8,Beverage
2023-01-09,Store_B,Juice,54,2.2,Beverage
2023-01-09,Store_B,Sandwich,96,4.0,Food
2023-01-09,Store_C,Ramen_Noodles,75,2.5,Food
2023-01-09,Store_C,Coffee,121,3.0,Food
2023-01-09,Store_C,Bottled_Water,53,1.2,Food
2023-01-09,Store_C,Energy_Drink,132,4.5,Beverage
2023-01-09,Store_C,Chips,79,3.5,Snack
2023-01-09,Store_C,Chocolate,60,2.0,Snack
2023-01-09,Store_C,Cookies,154,2.8,Snack
2023-01-09,Store_C,Soda,104,1.8,Beverage
2023-01-09,Store_C,Juice,123,2.2,Beverage
2023-01-09,Store_C,Sandwich,88,4.0,Food
2023-01-09,Store_D,Ramen_Noodles,118,2.5,Food
2023-01-09,Store_D,Coffee,117,3.0,Food
2023-01-09,Store_D,Bottled_Water,96,1.2,Food
2023-01-09,Store_D,Energy_Drink,152,4.5,Beverage
2023-01-09,Store_D,Chips,89,3.5,Snack
2023-01-09,Store_D,Chocolate,150,2.0,Snack
2023-01-09,Store_D,Cookies,58,2.8,Snack
2023-01-09,Store_D,Soda,118,1.8,Beverage
2023-01-09,Store_D,Juice,103,2.2,Beverage
2023-01-09,Store_D,Sandwich,100,4.0,Food
2023-01-10,Store_A,Ramen_Noodles,50,2.5,Food
2023-01-10,Store_A,Coffee,56,3.0,Food
2023-01-10,Store_A,Bottled_Water,71,1.2,Food
2023-01-10,Store_A,Energy_Drink,130,4.5,Beverage
2023-01-10,Store_A,Chips,137,3.5,Snack
2023-01-10,Store_A,Chocolate,93,2.0,Snack
2023-01-10,Store_A,Cookies,68,2.8,Snack
2023-01-10,Store_A,Soda,72,1.8,Beverage
2023-01-10,Store_A,Juice,143,2.2,Beverage
2023-01-10,Store_A,Sandwich,128,4.0,Food
2023-01-10,Store_B,Ramen_Noodles,54,2.5,Food
2023-01-10,Store_B,Coffee,125,3.0,Food
2023-01-10,Store_B,Bottled_Water,125,1.2,Food
2023-01-10,Store_B,Energy_Drink,138,4.5,Beverage
2023-01-10,Store_B,Chips,92,3.5,Snack
2023-01-10,Store_B,Chocolate,152,2.0,Snack
2023-01-10,Store_B,Cookies,72,2.8,Snack
2023-01-10,Store_B,Soda,131,1.8,Beverage
2023-01-10,Store_B,Juice,79,2.2,Beverage
2023-01-10,Store_B,Sandwich,76,4.0,Food
2023-01-10,Store_C,Ramen_Noodles,82,2.5,Food
2023-01-10,Store_C,Coffee,94,3.0,Food
2023-01-10,Store_C,Bottled_Water,116,1.2,Food
2023-01-10,Store_C,Energy_Drink,81,4.5,Beverage
2023-01-10,Store_C,Chips,80,3.5,Snack
2023-01-10,Store_C,Chocolate,116,2.0,Snack
2023-01-10,Store_C,Cookies,143,2.8,Snack
2023-01-10,Store_C,Soda,93,1.8,Beverage
2023-01-10,Store_C,Juice,76,2.2,Beverage
2023-01-10,Store_C,Sandwich,146,4.0,Food
2023-01-10,Store_D,Ramen_Noodles,66,2.5,Food
2023-01-10,Store_D,Coffee,86,3.0,Food
2023-01-10,Store_D,Bottled_Water,71,1.2,Food
2023-01-10,Store_D,Energy_Drink,132,4.5,Beverage
2023-01-10,Store_D,Chips,107,3.5,Snack
2023-01-10,Store_D,Chocolate,122,2.0,Snack
2023-01-10,Store_D,Cookies,68,2.8,Snack
2023-01-10,Store_D,Soda,118,1.8,Beverage
2023-01-10,Store_D,Juice,110,2.2,Beverage
2023-01-10,Store_D,Sandwich,91,4.0,Food
2023-01-11,Store_A,Ramen_Noodles,138,2.5,Food
2023-01-11,Store_A,Coffee,82,3.0,Food
2023-01-11,Store_A,Bottled_Water,132,1.2,Food
2023-01-11,Store_A,Energy_Drink,125,4.5,Beverage
2023-01-11,Store_A,Chips,64,3.5,Snack
2023-01-11,Store_A,Chocolate,115,2.0,Snack
2023-01-11,Store_A,Cookies,125,2.8,Snack
2023-01-11,Store_A,Soda,145,1.8,Beverage
2023-01-11,Store_A,Juice,93,2.2,Beverage
2023-01-11,Store_A,Sandwich,99,4.0,Food
2023-01-11,Store_B,Ramen_Noodles,97,2.5,Food
2023-01-11,Store_B,Coffee,138,3.0,Food
2023-01-11,Store_B,Bottled_Water,115,1.2,Food
2023-01-11,Store_B,Energy_Drink,102,4.5,Beverage
2023-01-11,Store_B,Chips,64,3.5,Snack
2023-01-11,Store_B,Chocolate,156,2.0,Snack
2023-01-11,Store_B,Cookies,105,2.8,Snack
2023-01-11,Store_B,Soda,72,1.8,Beverage
2023-01-11,Store_B,Juice,137,2.2,Beverage
2023-01-11,Store_B,Sandwich,120,4.0,Food
2023-01-11,Store_C,Ramen_Noodles,156,2.5,Food
2023-01-11,Store_C,Coffee,86,3.0,Food
2023-01-11,Store_C,Bottled_Water,135,1.2,Food
2023-01-11,Store_C,Energy_Drink,78,4.5,Beverage
2023-01-11,Store_C,Chips,87,3.5,Snack
2023-01-11,Store_C,Chocolate,125,2.0,Snack
2023-01-11,Store_C,Cookies,117,2.8,Snack
2023-01-11,Store_C,Soda,53,1.8,Beverage
2023-01-11,Store_C,Juice,76,2.2,Beverage
2023-01-11,Store_C,Sandwich,124,4.0,Food
2023-01-11,Store_D,Ramen_Noodles,43,2.5,Food
2023-01-11,Store_D,Coffee,122,3.0,Food
2023-01-11,Store_D,Bottled_Water,115,1.2,Food
2023-01-11,Store_D,Energy_Drink,85,4.5,Beverage
2023-01-11,Store_D,Chips,102,3.5,Snack
2023-01-11,Store_D,Chocolate,113,2.0,Snack
2023-01-11,Store_D,Cookies,44,2.8,Snack
2023-01-11,Store_D,Soda,123,1.8,Beverage
2023-01-11,Store_D,Juice,99,2.2,Beverage
2023-01-11,Store_D,Sandwich,155,4.0,Food
2023-01-12,Store_A,Ramen_Noodles,138,2.5,Food
2023-01-12,Store_A,Coffee,133,3.0,Food
2023-01-12,Store_A,Bottled_Water,48,1.2,Food
2023-01-12,Store_A,Energy_Drink,107,4.5,Beverage
2023-01-12,Store_A,Chips,51,3.5,Snack
2023-01-12,Store_A,Chocolate,157,2.0,Snack
2023-01-12,Store_A,Cookies,107,2.8,Snack
2023-01-12,Store_A,Soda,93,1.8,Beverage
2023-01-12,Store_A,Juice,82,2.2,Beverage
2023-01-12,Store_A,Sandwich,80,4.0,Food
2023-01-12,Store_B,Ramen_Noodles,90,2.5,Food
2023-01-12,Store_B,Coffee,151,3.0,Food
2023-01-12,Store_B,Bottled_Water,137,1.2,Food
2023-01-12,Store_B,Energy_Drink,148,4.5,Beverage
2023-01-12,Store_B,Chips,78,3.5,Snack
2023-01-12,Store_B,Chocolate,87,2.0,Snack
2023-01-12,Store_B,Cookies,134,2.8,Snack
2023-01-12,Store_B,Soda,88,1.8,Beverage
2023-01-12,Store_B,Juice,98,2.2,Beverage
2023-01-12,Store_B,Sandwich,138,4.0,Food
2023-01-12,Store_C,Ramen_Noodles,65,2.5,Food
2023-01-12,Store_C,Coffee,110,3.0,Food
2023-01-12,Store_C,Bottled_Water,92,1.2,Food
2023-01-12,Store_C,Energy_Drink,121,4.5,Beverage
2023-01-12,Store_C,Chips,122,3.5,Snack
2023-01-12,Store_C,Chocolate,44,2.0,Snack
2023-01-12,Store_C,Cookies,66,2.8,Snack
2023-01-12,Store_C,Soda,92,1.8,Beverage
2023-01-12,Store_C,Juice,70,2.2,Beverage
2023-01-12,Store_C,Sandwich,143,4.0,Food
2023-01-12,Store_D,Ramen_Noodles,96,2.5,Food
2023-01-12,Store_D,Coffee,114,3.0,Food
2023-01-12,Store_D,Bottled_Water,58,1.2,Food
2023-01-12,Store_D,Energy_Drink,80,4.5,Beverage
2023-01-12,Store_D,Chips,136,3.5,Snack
2023-01-12,Store_D,Chocolate,101,2.0,Snack
2023-01-12,Store_D,Cookies,122,2.8,Snack
2023-01-12,Store_D,Soda,144,1.8,Beverage
2023-01-12,Store_D,Juice,52,2.2,Beverage
2023-01-12,Store_D,Sandwich,128,4.0,Food
2023-01-13,Store_A,Ramen_Noodles,93,2.5,Food
2023-01-13,Store_A,Coffee,85,3.0,Food
2023-01-13,Store_A,Bottled_Water,78,1.2,Food
2023-01-13,Store_A,Energy_Drink,79,4.5,Beverage
2023-01-13,Store_A,Chips,59,3.5,Snack
2023-01-13,Store_A,Chocolate,95,2.0,Snack
2023-01-13,Store_A,Cookies,108,2.8,Snack
2023-01-13,Store_A,Soda,108,1.8,Beverage
2023-01-13,Store_A,Juice,101,2.2,Beverage
2023-01-13,Store_A,Sandwich,146,4.0,Food
2023-01-13,Store_B,Ramen_Noodles,69,2.5,Food
2023-01-13,Store_B,Coffee,64,3.0,Food
2023-01-13,Store_B,Bottled_Water,113,1.2,Food
2023-01-13,Store_B,Energy_Drink,131,4.5,Beverage
2023-01-13,Store_B,Chips,136,3.5,Snack
2023-01-13,Store_B,Chocolate,161,2.0,Snack
2023-01-13,Store_B,Cookies,75,2.8,Snack
2023-01-13,Store_B,Soda,100,1.8,Beverage
2023-01-13,Store_B,Juice,94,2.2,Beverage
2023-01-13,Store_B,Sandwich,71,4.0,Food
